MEAN,SIGMA,D_MEAN,D_SIGMA,Y
2165.836,4.418045948,9.24,-1.090989358,-7.85
2166.12,4.294339297,-7.85,-0.123706651,9.86
2168.778,4.965991341,9.86,0.671652044,-6.55
2169.096,4.86474357,-6.55,-0.101247771,0.7
2170.176,3.891597358,0.7,-0.973146211,-2.6
2168.888,3.779096453,-2.6,-0.112500906,3.48
2169.866,3.158081696,3.48,-0.621014757,3.54
2169.58,2.586542093,3.54,-0.571539603,-2.76
2170.052,2.550709705,-2.76,-0.035832388,-13.81
2167.622,6.428687269,-13.81,3.877977564,6.76
2167.064,6.658710836,6.76,0.230023567,0.46
2165.902,6.510473869,0.46,-0.148236967,18.62
2167.756,9.75976844,18.62,3.249294571,-1.98
2169.766,11.44336839,-1.98,1.683599945,0.85
2174.708,9.783364452,0.85,-1.660003933,-6.25
2177.048,7.695577951,-6.25,-2.087786501,10.3
2181.356,3.765870417,10.3,-3.929707534,-1.74
2181.592,3.918356798,-1.74,0.152486381,6.1
2183.444,5.408583918,6.1,1.49022712,-12
2182.726,5.906697893,-12,0.498113975,4.07
2184.072,4.427021572,4.07,-1.479676321,4.8
2184.318,4.577954784,4.8,0.150933211,-3.15
2184.282,4.581295668,-3.15,0.003340885,-1.23
2182.78,3.199054548,-1.23,-1.38224112,4.26
2184.53,2.300043478,4.26,-0.89901107,-11.46
2183.174,4.723852242,-11.46,2.423808764,-2.97
2180.264,6.056040786,-2.97,1.332188544,-3.43
2177.298,7.343222726,-3.43,1.28718194,11.34
2176.846,6.993424054,11.34,-0.349798672,-4.26
2174.69,4.237758842,-4.26,-2.755665212,-5.17
2173.792,4.506314459,-5.17,0.268555617,-0.09
2173.47,4.678621592,-0.09,0.172307133,9.12
2175.658,4.646947385,9.12,-0.031674207,6.5
2176.878,6.590767785,6.5,1.9438204,-0.32
2178.886,7.732617927,-0.32,1.141850141,-4.86
2180.956,6.336330168,-4.86,-1.396287759,-53.49
2172.346,25.06244162,-53.49,18.72611145,31.23
2168.158,25.21695303,31.23,0.154511407,-32.02
2156.266,28.25384894,-32.02,3.036895914,-1.25
2144.188,25.0004214,-1.25,-3.253427545,21.49
2137.38,15.00397114,21.49,-9.996450255,-8.1
2139.65,14.02048145,-8.1,-0.983489694,-0.04
2135.666,9.100042857,-0.04,-4.92043859,0.64
2138.214,7.758690611,0.64,-1.341352246,23.36
2145.684,10.33489623,23.36,2.576205615,14.06
2151.668,17.59057475,14.06,7.255678523,-12.49
2156.774,16.73678225,-12.49,-0.853792502,-18.59
2158.17,15.10799457,-18.59,-1.628787675,13.83
2162.204,11.13339256,13.83,-3.974602008,11.44
2163.854,11.8887943,11.44,0.755401739,-20.24
2158.644,10.17314012,-20.24,-1.715654179,17.14
2159.36,10.8110314,17.14,0.637891278,-7.07
2162.38,7.897303337,-7.07,-2.913728066,-10.71
2160.492,9.57883709,-10.71,1.681533753,9.24
2158.164,7.452655902,9.24,-2.126181188,1.04
2160.092,6.342248813,1.04,-1.11040709,-7.03
2157.186,4.799492682,-7.03,-1.542756131,9.92
2157.678,5.402098666,9.92,0.602605985,-26.93
2154.926,10.79368473,-26.93,5.391586061,2.45
2150.816,12.31271822,2.45,1.519033494,-6.63
2145.172,13.05472213,-6.63,0.742003913,0.43
2141.02,12.94934168,0.43,-0.105380452,-6.48
2133.588,4.817402827,-6.48,-8.131938855,13.1
2134.162,5.418811678,13.1,0.601408851,4.69
2135.184,6.885269058,4.69,1.46645738,-2.95
2136.942,7.161237323,-2.95,0.275968265,-0.18
2138.578,6.96140934,-0.18,-0.199827983,10.17
2143.544,4.67104164,10.17,-2.2903677,-8.17
2144.256,4.16329557,-8.17,-0.50774607,-3.73
2143.284,4.68767853,-3.73,0.52438296,-6.39
2141.624,6.619662378,-6.39,1.931983848,-6.63
2138.674,9.526511953,-6.63,2.906849575,-0.26
2133.638,7.630325681,-0.26,-1.896186272,-14.43
2127.35,10.30683026,-14.43,2.676504578,-13.78
2119.052,14.13913611,-13.78,3.832305853,-9.28
2110.176,16.83562681,-9.28,2.696490695,-3.48
2101.93,16.99285144,-3.48,0.157224631,46.34
2103.004,18.96193766,46.34,1.969086227,8.04
2108.572,25.21695699,8.04,6.255019329,23.7
2121.636,33.79340587,23.7,8.576448872,4.22
2137.4,32.93825436,4.22,-0.85515151,-3.03
2153.254,16.49046634,-3.03,-16.44778802,-0.25
2159.79,11.41921188,-0.25,-5.071254455,16.19
2167.956,7.128865969,16.19,-4.290345913,-3.45
2170.692,7.491900293,-3.45,0.363034324,10.18
2174.62,10.08626046,10.18,2.594360164,-5.22
2178.11,8.596505104,-5.22,-1.489755353,16.28
2184.906,8.276296273,16.28,-0.320208831,4.76
2189.416,10.9215237,4.76,2.64522743,1.78
2194.972,10.0166721,1.78,-0.904851601,8.63
2200.218,11.61711324,8.63,1.600441137,-11.63
2204.182,5.656184226,-11.63,-5.960929013,2.94
2205.478,4.5764637,2.94,-1.079720526,-5.85
2204.652,5.44025459,-5.85,0.863790889,-7.73
2201.924,8.145092387,-7.73,2.704837798,0.87
2197.644,5.9729666,0.87,-2.172125788,12.76
2198.242,6.59984621,12.76,0.626879611,7.52
2199.756,8.905676841,7.52,2.305830631,29.12
2208.264,20.52120805,29.12,11.61553121,4.84
2219.286,23.55922919,4.84,3.038021135,13.34
2232.802,23.34020394,13.34,-0.219025249,-2.57
2243.252,18.8911122,-2.57,-4.449091745,14.76
2255.15,11.91372108,14.76,-6.977391115,-18.44
2257.536,9.385346557,-18.44,-2.528374524,8.75
2260.704,6.957408282,8.75,-2.427938275,-3.96
2260.412,7.049033267,-3.96,0.091624985,4.46
2261.526,6.802942746,4.46,-0.246090521,8.23
2261.334,6.447575513,8.23,-0.355367232,-5.58
2263.714,4.687422533,-5.58,-1.760152981,-4.22
2263.5,4.80643839,-4.22,0.119015858,2.83
2264.644,3.75709063,2.83,-1.049347761,5.09
2265.914,3.93297343,5.09,0.1758828,-18.96
2261.746,7.199588877,-18.96,3.266615447,-0.66
2258.562,8.671142947,-0.66,1.471554069,-10.43
2254.136,12.10794078,-10.43,3.436797836,19
2252.944,11.17755027,19,-0.930390515,12.92
2253.318,11.85483741,12.92,0.677287141,-1.75
2257.134,13.4510048,-1.75,1.596167386,7.98
2262.678,15.01584397,7.98,1.56483917,-8.08
2268.692,6.91099631,-8.08,-8.104847655,0
2270.906,3.485639109,0,-3.425357201,6.42
2271.82,3.996273264,6.42,0.510634155,-4.88
2272.108,3.788735937,-4.88,-0.207537327,4.2
2271.64,3.122402921,4.2,-0.666333016,-6.75
2271.438,3.367064003,-6.75,0.244661082,4
2272.036,3.054640732,4,-0.312423271,-8.2
2269.71,4.157613498,-8.2,1.102972766,7.62
2269.884,4.213630264,7.62,0.056016766,-6.11
2267.996,3.623407236,-6.11,-0.590223028,14.87
2270.432,6.492612725,14.87,2.869205489,18.3
2275.728,14.2019724,18.3,7.709359673,-1.69
2282.326,14.85924729,-1.69,0.657274891,-1.99
2287.002,14.18961134,-1.99,-0.669635948,-13.79
2290.142,8.916129766,-13.79,-5.273481575,-2.03
2289.902,9.264370999,-2.03,0.348241233,0.68
2286.138,8.774005357,0.68,-0.490365642,1.3
2282.972,6.607648598,1.3,-2.166356758,16.57
2283.518,7.819633623,16.57,1.211985025,-4.86
2285.85,8.548382888,-4.86,0.728749265,0.52
2288.692,7.991668787,0.52,-0.556714101,1.59
2291.716,6.36208535,1.59,-1.629583437,13.2
2297.12,6.300202378,13.2,-0.061882972,8.23
2300.856,10.59636872,8.23,4.29616634,12.15
2307.994,14.79851783,12.15,4.202149114,9.33
2316.894,16.82883329,9.33,2.030315462,11.67
2327.81,16.50793597,11.67,-0.320897323,-2.03
2335.68,13.77958454,-2.03,-2.728351434,3.94
2342.692,9.616666262,3.94,-4.162918274,14.22
2350.118,10.00459494,14.22,0.387928682,-2.56
2355.166,8.323093175,-2.56,-1.681501769,0.99
2358.078,8.282760409,0.99,-0.040332766,3.53
2362.102,6.351025114,3.53,-1.931735295,2.41
2365.82,2.783388223,2.41,-3.567636891,-6.11
2365.472,2.95559977,-6.11,0.172211547,32.32
2372.1,13.58101064,32.32,10.62541087,-14.04
2375.722,13.22771031,-14.04,-0.353300332,1.2
2378.878,12.59523799,1.2,-0.632472319,-7.81
2379.99,11.80876369,-7.81,-0.786474294,-6.92
2380.94,10.25320194,-6.92,-1.555561756,-5.41
2374.344,8.659355057,-5.41,-1.593846882,1.89
2370.934,8.278860429,1.89,-0.380494628,7.73
2368.83,5.155118815,7.73,-3.123741614,0.87
2368.462,4.614192237,0.87,-0.540926578,-8.02
2367.874,4.808880327,-8.02,0.19468809,19.81
2372.33,8.239286984,19.81,3.430406657,-3.88
2375.632,7.798690275,-3.88,-0.440596709,-3.13
2376.762,7.657589046,-3.13,-0.141101228,-4.78
2376.762,7.657589046,-4.78,0,-29.45
2372.476,16.48319538,-29.45,8.825606336,4.43
2365.114,17.53286714,4.43,1.049671754,-2.49
2358.03,16.439156,-2.49,-1.093711136,-1.98
2351.176,12.59613949,-1.98,-3.843016512,-2.39
2344.8,2.561884072,-2.39,-10.03425542,16.98
2347.71,6.574895436,16.98,4.013011364,2.56
2350.246,8.948593744,2.56,2.373698308,6.93
2354.666,11.41923947,6.93,2.470645723,-5.34
2358.414,10.02540423,-5.34,-1.393835236,-3.88
2361.864,3.861894613,-3.88,-6.163509619,1.32
2362.182,3.577865285,1.32,-0.284029327,-7.21
2360.546,5.521438218,-7.21,1.943572933,4.54
2358.432,3.622122306,4.54,-1.899315912,-1.95
2356.996,2.834842147,-1.95,-0.787280159,1.62
2356.66,2.655531962,1.62,-0.179310186,-3.38
2355.384,2.006920527,-3.38,-0.648611435,-8.85
2353.78,5.162572033,-8.85,3.155651507,-15.98
2348.072,11.68831767,-15.98,6.525745639,20.06
2346.766,10.98917331,20.06,-0.699144364,-6.82
2343.772,9.369259309,-6.82,-1.619913999,-4.02
2340.65,7.642316403,-4.02,-1.726942906,17.67
2342.832,10.27414327,17.67,2.631826871,-7.15
2346.78,6.817345524,-7.15,-3.456797749,25.46
2351.808,14.1743155,25.46,7.356969979,14.46
2361.092,20.21486384,14.46,6.040548335,-1.16
2370.948,18.1534107,-1.16,-2.061453139,1.32
2377.534,17.25311798,1.32,-0.90029272,-4.57
2384.636,6.14303508,-4.57,-11.1100829,4.13
2387.472,1.898847019,4.13,-4.244188062,2.84
2387.984,2.524476183,2.84,0.625629165,-3.04
2388.12,2.506770831,-3.04,-0.017705352,1.39
2388.27,2.576848851,1.39,0.07007802,9.77
2391.288,4.633963746,9.77,2.057114895,0.09
2393.498,5.436098785,0.09,0.802135039,-2.46
2394.648,5.428689529,-2.46,-0.007409256,2.71
2396.948,4.294434771,2.71,-1.134254758,-5.19
2397.932,2.238430254,-5.19,-2.056004517,-3.54
2396.254,3.659532757,-3.54,1.421102504,11.42
2396.842,4.440283775,11.42,0.780751018,-1.65
2397.592,4.76181373,-1.65,0.321529955,-43.64
2389.072,18.49912079,-43.64,13.73730706,8.69
2383.328,20.73886858,8.69,2.239747791,16.01
2381.494,20.30272962,16.01,-0.436138961,12.29
2379.834,18.42690777,12.29,-1.875821848,4.4
2379.384,17.8079457,4.4,-0.618962072,5.97
2388.856,15.37446357,5.97,-2.433482131,10.68
2398.726,12.35223988,10.68,-3.02222369,0.75
2405.544,9.76251146,0.75,-2.589728418,-2.91
2409.322,7.604529571,-2.91,-2.157981888,-1.11
2411.998,4.549656031,-1.11,-3.05487354,18.26
2417.132,7.405435166,18.26,2.855779135,9.01
2421.932,12.05389854,9.01,4.648463373,-2.97
2425.988,12.86765208,-2.97,0.813753539,-6.77
2429.272,10.58911564,-6.77,-2.27853644,3.81
2433.54,4.096614456,3.81,-6.492501182,0.65
2434.286,3.615885784,0.65,-0.480728672,-2.02
2432.826,2.504202468,-2.02,-1.111683316,-2.38
2431.484,2.071612898,-2.38,-0.43258957,10.96
2433.688,4.087923678,10.96,2.01631078,-2.43
2434.644,4.468901431,-2.43,0.380977753,-5.46
2434.378,4.570860969,-5.46,0.101959538,0.69
2434.654,4.41295026,0.69,-0.157910709,20.31
2439.468,8.484979081,20.31,4.07202882,-16.43
2438.804,8.528495178,-16.43,0.043516097,-1.42
2438.342,8.650056069,-1.42,0.121560891,-1.11
2438.75,8.346026,-1.11,-0.304030069,3.8
2439.78,7.780787235,3.8,-0.565238765,0.77
2436.902,1.878156011,0.77,-5.902631225,-19.69
2433.372,8.043778341,-19.69,6.16562233,21.31
2434.388,8.691845029,21.31,0.648066687,-20.99
2431.428,10.8870276,-20.99,2.195182573,3.71
2428.45,10.56918871,3.71,-0.317838891,5.6
2426.438,8.861708075,5.6,-1.707480636,3.53
2429.07,8.168558624,3.53,-0.69314945,-22.79
2422.882,8.855544591,-22.79,0.686985966,15.43
2423.978,8.701038444,15.43,-0.154506147,2.25
2424.782,8.820344098,2.25,0.119305654,-1.9
2424.086,8.536031279,-1.9,-0.284312818,17.72
2426.228,11.87753426,17.72,3.341502977,4.58
2433.844,10.83291189,4.58,-1.044622367,11.44
2440.662,14.21617811,11.44,3.383266219,-0.13
2447.004,13.90723481,-0.13,-0.3089433,1.47
2454.02,7.929596459,1.47,-5.977638349,13.22
2460.136,9.232143846,13.22,1.302547388,-0.38
2465.26,7.672646219,-0.38,-1.559497627,-0.91
2467.914,7.37186747,-0.91,-0.300778749,-2.63
2470.068,5.504091206,-2.63,-1.867776265,7.22
2473.372,2.598849746,7.22,-2.90524146,0.7
2474.172,3.296971337,0.7,0.698121592,-2.41
2474.566,3.306815689,-2.41,0.009844351,-3.32
2474.478,3.379270631,-3.32,0.072454943,-1.8
2474.556,3.249481497,-1.8,-0.129789134,6.05
2474.4,3.110779645,6.05,-0.138701852,1.22
2474.348,3.040488448,1.22,-0.070291197,-5.41
2473.696,3.102052546,-5.41,0.061564099,4.67
2474.642,3.212906784,4.67,0.110854237,4.08
2476.764,3.130955126,4.08,-0.081951658,-5.99
2476.478,3.241584489,-5.99,0.110629363,-0.9
2475.768,3.330175671,-0.9,0.088591182,-35.81
2468.978,17.40276903,-35.81,14.07259336,3.11
2461.876,20.38715601,3.11,2.984386973,24.52
2458.862,17.82234328,24.52,-2.564812725,-1.23
2456.8,16.00362928,-1.23,-1.818714004,3.5
2455.618,14.56765836,3.5,-1.435970919,-38.1
2453.978,17.23477502,-38.1,2.667116664,-4.46
2450.824,21.13254315,-4.46,3.89776813,2.82
2443.33,21.12012784,2.82,-0.01241531,24.14
2440.91,18.61713727,24.14,-2.502990574,-8.47
2436.096,11.62406039,-8.47,-6.993076874,-5.07
2437.888,11.13147879,-5.07,-0.492581604,4.08
2441.388,8.786485077,4.08,-2.344993711,1.19
2444.562,4.927054901,1.19,-3.859430175,2.06
2443.32,2.703728907,2.06,-2.223325995,11.29
2446.03,6.993471956,11.29,4.28974305,14.06
2452.566,12.13032275,14.06,5.136850793,4.9
2459.266,14.56714557,4.9,2.436822819,-18.7
2461.988,12.12419977,-18.7,-2.442945801,7.69
2465.836,8.373361332,7.69,-3.750838435,-0.44
2467.338,7.101370994,-0.44,-1.271990338,-3.67
2465.294,7.02031552,-3.67,-0.081055474,26.68
2467.606,11.87734103,26.68,4.857025512,8.37
2475.332,15.84580291,8.37,3.968461882,1.89
2481.898,17.49044225,1.89,1.644639333,-2.75
2488.002,15.35813042,-2.75,-2.132311827,4.61
2495.762,4.632857649,4.61,-10.72527277,3.64
2498.914,3.292587129,3.64,-1.340270521,2.78
2500.948,4.376073583,2.78,1.083486454,1.59
2502.922,5.090281918,1.59,0.714208335,-7.64
2503.918,3.56217209,-7.64,-1.528109827,1.62
2504.316,3.132336189,1.62,-0.429835901,-5.56
2502.874,4.670779378,-5.56,1.538443189,0.18
2500.912,4.747854252,0.18,0.077074874,10.2
2500.672,4.293404244,10.2,-0.454450008,3.02
2502.564,5.999256621,3.02,1.705852377,9.3
2505.992,9.581175293,9.3,3.581918673,9.76
2512.484,12.29108946,9.76,2.709914162,5.46
2520.032,11.86297265,5.46,-0.428116809,3.16
2526.172,11.39302067,3.16,-0.469951975,14.33
2534.574,12.01400766,14.33,0.620986987,-2.74
2540.568,9.797692075,-2.74,-2.216315583,-4.6
2543.69,7.441609369,-4.6,-2.356082706,5.91
2546.902,5.814548134,5.91,-1.627061235,4.6
2550.402,3.858946747,4.6,-1.955601386,-4.31
2550.174,3.768372328,-4.31,-0.09057442,2.24
2550.942,3.940719477,2.24,0.17234715,4.47
2553.524,2.960478002,4.47,-0.980241476,1.72
2555.268,3.376073163,1.72,0.415595161,1.9
2556.472,4.308325661,1.9,0.932252498,0.84
2558.706,3.544485858,0.84,-0.763839803,13.11
2563.114,6.9791819,13.11,3.434696042,-10.23
2564.582,6.276505397,-10.23,-0.702676503,4.15
2566.536,5.742441119,4.15,-0.534064279,-11.98
2565.714,6.869951237,-11.98,1.127510119,3.25
2565.374,7.130647236,3.25,0.260695999,20.67
2566.546,9.302340028,20.67,2.171692792,-8.24
2568.116,9.628680076,-8.24,0.326340048,2.43
2569.342,10.16537112,2.43,0.536691044,4.1
2573.784,8.160847382,4.1,-2.004523737,0.49
2577.674,3.478581607,0.49,-4.682265775,7.99
2579.028,5.723859712,7.99,2.245278104,3.29
2582.688,6.559639472,3.29,0.83577976,-0.49
2585.764,5.763369674,-0.49,-0.796269798,3.74
2588.768,5.499315412,3.74,-0.264054262,-9.76
2589.722,3.677447484,-9.76,-1.821867928,-2.32
2588.614,4.987492356,-2.32,1.310044872,2.54
2587.356,4.987492356,2.54,-2.84217E-14,-5.97
2585.002,5.766742581,-5.97,0.779250226,-14.25
2579.05,8.416780857,-14.25,2.650038276,21.02
2579.254,8.595986273,21.02,0.179205415,-6.79
2578.564,8.42716619,-6.79,-0.168820082,3.29
2578.024,8.000158123,3.29,-0.427008067,16.89
2582.056,12.40223085,16.89,4.402072724,-1.95
2588.548,9.031022644,-1.95,-3.371208204,5.34
2591.904,10.65246122,5.34,1.621438574,-1
2596.418,8.248728387,-1,-2.403732831,25.62
2605.398,12.2760914,25.62,4.027363011,-0.97
2610.806,14.52030923,-0.97,2.244217828,21.51
2620.906,19.34703802,21.51,4.826728791,-5.36
2628.866,17.97900108,-5.36,-1.368036932,-2.78
2636.47,9.51840848,-2.78,-8.460592604,-9.87
2636.976,8.94155076,-9.87,-0.57685772,-0.3
2637.616,8.03428466,-0.3,-0.9072661,7.71
2635.496,5.849147801,7.71,-2.185136859,14.52
2637.352,9.090410882,14.52,3.241263081,8.49
2641.462,13.73136082,8.49,4.640949939,4.12
2648.37,14.89220434,4.12,1.160843515,-1.26
2655.086,11.25220112,-1.26,-3.640003218,-10.84
2658.092,5.977091266,-10.84,-5.275109852,23.8
2662.954,8.590406277,23.8,2.613315011,14.35
2668.988,14.53027598,14.35,5.939869701,-8.69
2672.46,15.13478774,-8.69,0.604511764,-2.22
2675.74,14.2846701,-2.22,-0.850117637,5.32
2682.252,5.455100366,5.32,-8.829569739,-1.23
2683.758,4.104164958,-1.23,-1.350935408,-2.84
2681.826,2.141408415,-2.84,-1.962756543,2.12
2682.056,2.155325961,2.12,0.013917546,4.92
2683.714,2.599880766,4.92,0.444554805,-13.93
2681.522,5.108113155,-13.93,2.508232388,22.2
2684.016,8.27817794,22.2,3.170064785,17.25
2690.528,14.94384388,17.25,6.665665943,10.93
2698.802,20.05085709,10.93,5.107013206,19.16
2709.924,26.59683026,19.16,6.545973173,4.56
2724.744,21.45040046,4.56,-5.1464298,3.58
2735.84,16.52563463,3.58,-4.92476583,-3.06
2742.874,10.94970685,-3.06,-5.575927787,19.33
2751.588,9.390267302,19.33,-1.559439544,18.68
2760.206,16.66523417,18.68,7.27496687,-9.82
2765.948,16.2235252,-9.82,-0.441708969,26.14
2776.202,20.32652258,26.14,4.102997373,-4.53
2786.162,14.58330278,-4.53,-5.743219794,12.27
2794.71,13.43463807,12.27,-1.148664714,22.67
2804.056,20.47746395,22.67,7.042825887,6.16
2816.598,18.42033034,6.16,-2.05713361,-1.59
2823.594,18.39847901,-1.59,-0.021851331,1.71
2831.838,12.30640768,1.71,-6.092071333,33.62
2844.352,16.144111,33.62,3.83770332,-19.34
2848.464,15.10523353,-19.34,-1.03887747,-31.1
2845.124,19.02327469,-31.1,3.918041162,1.38
2842.378,21.25209919,1.38,2.228824499,-1.83
2838.924,23.20156417,-1.83,1.949464981,-59.85
2816.776,33.3375476,-59.85,10.13598343,-113.19
2775.858,75.65087752,-113.19,42.31332992,46.2
2750.4,77.45662754,46.2,1.805750018,-13.48
2721.97,69.44953492,-13.48,-8.007092625,-100.66
2673.774,66.23673512,-100.66,-3.212799791,38.55
2645.258,46.41354457,38.55,-19.82319055,36.45
2646.67,46.66029683,36.45,0.246752252,6.94
2640.23,40.0522696,6.94,-6.608027229,35.69
2643.624,44.86996802,35.69,4.81769842,32.57
2673.664,42.68793307,32.57,-2.182034946,1.02
2696.198,36.23055644,1.02,-6.457376632,-15.96
2708.25,28.77048835,-15.96,-7.460068089,-14.93
2715.928,15.89886694,-14.93,-12.87162141,2.63
2716.994,14.57245964,2.63,-1.326407299,43.34
