MEAN,SIGMA,D_MEAN,D_SIGMA,Y
1169.486,3.920960342,6.63,0.382446529,0.05
1169.306,3.664441294,0.05,-0.256519047,-3.84
1169.648,3.557656532,-3.84,-0.106784762,8.67
1172.122,4.362048831,8.67,0.804392298,9.34
1176.292,6.949882733,9.34,2.587833902,2
1179.536,8.718063432,2,1.768180699,-6.99
1181.372,8.006133274,-6.99,-0.711930158,3.99
1184.774,4.516578351,3.99,-3.489554923,7.93
1188.028,4.364524029,7.93,-0.152054322,2.11
1189.836,5.721505921,2.11,1.356981892,0.82
1191.408,6.598126249,0.82,0.876620329,13.35
1197.048,8.733582884,13.35,2.135456635,1.02
1202.094,8.352612166,1.02,-0.380970718,-19.54
1201.646,8.91181968,-19.54,0.559207513,5.39
1201.854,8.77214512,5.39,-0.13967456,9.65
1203.828,8.599995349,9.65,-0.172149771,-1.23
1202.886,7.894993984,-1.23,-0.705001365,2.73
1202.286,7.1382722,2.73,-0.756721784,8.61
1207.316,7.053207072,8.61,-0.085065128,-5.23
1210.222,4.56113692,-5.23,-2.492070152,-28.34
1205.53,12.9103931,-28.34,8.34925618,7.65
1202.614,14.35982695,7.65,1.449433849,15.42
1202.236,14.18436216,15.42,-0.175464785,-20.09
1196.118,12.57965699,-20.09,-1.604705173,15.57
1194.16,9.971431693,15.57,-2.608225298,-28.66
1192.138,13.1414086,-28.66,3.169976908,-7.7
1187.046,17.67039558,-7.7,4.528986981,-37.75
1171.32,27.80172746,-37.75,10.13133188,-17.27
1156.158,36.6028335,-17.27,8.801106033,48.85
1147.652,26.85458192,48.85,-9.748251579,-3.94
1144.09,23.52744886,-3.94,-3.327133055,15.88
1145.244,24.96239732,15.88,1.434948458,-14.23
1151.102,23.33153381,-14.23,-1.630863509,-21.76
1156.062,12.98520966,-21.76,-10.34632415,1.26
1151.504,15.18866782,1.26,2.203458152,-16.14
1144.506,20.01429689,-16.14,4.825629075,-5.75
1133.182,16.51436102,-5.75,-3.499935867,-43.46
1116.012,26.56113646,-43.46,10.04677544,16.1
1106.414,26.34707441,16.1,-0.214062048,-14.04
1093.756,23.00647474,-14.04,-3.34059967,0.38
1084.402,18.28552761,0.38,-4.72094713,-6.08
1074.982,7.502141028,-6.08,-10.78338658,35.11
1081.276,14.17678313,35.11,6.674642105,-13.65
1081.62,14.39058373,-13.65,0.213800594,-18.7
1081.032,14.85037104,-18.7,0.459787312,27.67
1085.902,15.93325673,27.67,1.08288569,4.45
1092.878,13.568665,4.45,-2.364591725,-37.95
1085.242,16.77130794,-37.95,3.202642935,-14.41
1077.454,22.43636624,-14.41,5.665058299,11.53
1075.712,23.40797877,11.53,0.971612529,-6.31
1067.174,20.70198614,-6.31,-2.705992631,31.15
1063.976,13.95129134,31.15,-6.750694799,4.76
1069.32,18.6951237,4.76,4.743832358,-1.97
1077.152,16.94478592,-1.97,-1.750337772,25.6
1087.798,21.22597159,25.6,4.281185668,-0.62
1099.582,14.10508667,-0.62,-7.12088492,1.43
1105.422,13.54430766,1.43,-0.560779011,1.47
1110.604,11.77496837,1.47,-1.769339295,-4.31
1115.318,1.606321886,-4.31,-10.16864648,-17.89
1111.334,9.100441198,-17.89,7.494119313,-3.27
1106.82,12.15439632,-3.27,3.053955126,-18.35
1098.35,17.64087158,-18.35,5.486475253,3.07
1090.2,15.90370554,3.07,-1.737166034,-2.19
1082.474,10.35075988,-2.19,-5.552945668,-33.33
1071.66,18.56959746,-33.33,8.218837589,-10.53
1059.394,21.72903656,-10.53,3.159439099,-3.34
1050.13,23.87811027,-3.34,2.149073705,-4.79
1039.294,20.87706708,-4.79,-3.001043185,5.48
1029.992,6.938628827,5.48,-13.93843826,32.21
1033.798,15.08633388,32.21,8.147705055,9.98
1041.706,21.89132317,9.98,6.804989285,7.71
1051.824,25.06931451,7.71,3.177991343,0.79
1063.058,20.93242867,0.79,-4.136885841,16.59
1076.514,12.89005547,16.59,-8.0423732,-0.17
1083.494,11.23822628,-0.17,-1.651829186,1.31
1088.74,9.497644445,1.31,-1.740581839,-31.6
1086.124,13.96150887,-31.6,4.463864428,6.37
1084.624,15.29137764,6.37,1.329868763,12.23
1082.252,14.08588904,12.23,-1.205488597,-13.89
1077.136,12.80852568,-13.89,-1.277363362,24.08
1076.574,11.76687002,24.08,-1.041655659,8.99
1084.13,14.24869292,8.99,2.481822905,12.35
1092.882,17.4412835,12.35,3.192590574,-1.17
1098.954,18.59628807,-1.17,1.155004574,-7.71
1106.262,8.739334643,-7.71,-9.856953428,-4.6
1107.834,6.264609325,-4.6,-2.474725317,0.07
1107.622,6.497097044,0.07,0.232487719,24.26
1109.792,10.28769508,24.26,3.790598033,-5.4
1111.116,11.3137275,-5.4,1.026032425,6.78
1115.338,12.82574052,6.78,1.512013022,-1.43
1120.194,10.71327121,-1.43,-2.112469315,-4.17
1124.202,2.963548549,-4.17,-7.74972266,6.15
1124.588,3.335801253,6.15,0.372252704,-6.73
1124.708,3.156132127,-6.73,-0.179669127,-31.59
1117.154,15.73082738,-31.59,12.57469525,-5.86
1108.714,20.51792704,-5.86,4.787099661,-4.36
1100.236,22.5033593,-4.36,1.985432265,0.13
1090.554,17.55455012,0.13,-4.948809182,13.16
1084.85,5.985378016,13.16,-11.56917211,1.62
1085.788,7.14547899,1.62,1.160100974,-18.53
1084.192,8.513763563,-18.53,1.368284572,-3.94
1082.68,10.12895108,-3.94,1.615187518,-4.33
1080.276,12.30141171,-4.33,2.172460627,-15.49
1072.142,15.2560175,-15.49,2.954605794,3.46
1064.376,10.33539453,3.46,-4.920622976,-8.11
1058.694,10.41071227,-8.11,0.075317746,17.37
1057.274,8.504653432,17.37,-1.906058839,-15.67
1053.586,6.880619885,-15.67,-1.624033547,0.41
1053.078,7.128293625,0.41,0.24767374,30.96
1058.07,14.26596825,30.96,7.137674621,9.81
1066.646,18.40197625,9.81,4.136008006,14.41
1074.63,24.82571751,14.41,6.42374126,-12.67
1083.214,20.80877051,-12.67,-4.016947006,7.03
1093.122,9.194594608,7.03,-11.6141759,5.31
1097.9,6.738601487,5.31,-2.455993121,5.37
1101.79,6.724154222,5.37,-0.014447265,12.35
1105.268,11.37308533,12.35,4.648931111,-0.8
1111.12,10.20416337,-0.8,-1.168921967,3.97
1116.36,8.996552117,3.97,-1.207611249,-0.41
1120.456,6.332521615,-0.41,-2.664030503,0.93
1123.664,2.022629477,0.93,-4.309892138,17.12
1127.826,8.505752759,17.12,6.483123282,-2.93
1131.562,8.90592331,-2.93,0.400170551,-5.5
1133.404,8.147676356,-5.5,-0.758246954,-9.45
1133.438,8.10229412,-9.45,-0.045382236,23.84
1138.054,9.034297427,23.84,0.932003307,-6.51
1137.944,8.966528314,-6.51,-0.067769113,5.54
1139.528,10.01071776,5.54,1.044189443,-2.97
1141.618,9.72800956,-2.97,-0.282708196,-3.53
1144.892,3.289341879,-3.53,-6.438667681,5.04
1144.406,2.722219683,5.04,-0.567122197,-9.21
1143.38,4.29358242,-9.21,1.571362738,23.72
1145.99,8.982391107,23.72,4.688808687,-0.78
1149.038,10.84129466,-0.78,1.858903557,-1.91
1152.41,10.40726909,-1.91,-0.43402557,7.09
1156.192,11.02231918,7.09,0.615050081,0.17
1161.85,3.241889881,0.17,-7.780429294,4.45
1163.654,4.671287831,4.45,1.42939795,8.33
1167.28,7.359677303,8.33,2.688389472,-4.29
1170.43,5.582996507,-4.29,-1.776680795,2.38
1172.638,5.138148499,2.38,-0.444848008,8.52
1176.516,5.535971459,8.52,0.39782296,-18.81
1175.742,6.833437641,-18.81,1.297466182,12.27
1175.756,6.839545307,12.27,0.006107665,2.09
1177.046,6.987419409,2.09,0.147874103,2.82
1178.424,7.441070488,2.82,0.453651078,2.54
1178.606,7.641680443,2.54,0.200609956,0.02
1182.554,3.304630085,0.02,-4.337050358,-3.19
1183.41,2.280898946,-3.19,-1.02373114,1.33
1184.114,1.461704484,1.33,-0.819194461,-0.52
1184.15,1.431782106,-0.52,-0.029922378,1.12
1183.902,1.202547296,1.12,-0.22923481,9.19
1185.488,4.573212219,9.19,3.370664923,4.39
1188.59,6.742892554,4.39,2.169680335,23.1
1196.046,15.28946958,23.1,8.546577024,4.79
1204.564,18.0075437,4.79,2.718074118,-2.6
1212.338,15.30264585,-2.6,-2.704897847,-9.85
1216.304,11.25753215,-9.85,-4.045113704,5.31
1220.454,4.746106826,5.31,-6.51142532,-5.17
1218.95,5.617566199,-5.17,0.871459373,-14.33
1213.622,9.032550581,-14.33,3.414984382,-1.46
1208.522,9.427617408,-1.46,0.395066827,-19.41
1201.51,15.78636595,-19.41,6.358748544,0.25
1193.486,15.03662961,0.25,-0.749736344,18.1
1190.116,10.67378939,18.1,-4.362840216,3.04
1190.22,10.78648692,3.04,0.112697524,-1.89
1190.238,10.80225763,-1.89,0.015770718,-17.11
1190.716,10.17905104,-17.11,-0.623206598,17.62
1194.668,7.867637511,17.62,-2.311413526,-8.95
1193.21,8.072072225,-8.95,0.204434714,-1.64
1190.816,7.402184137,-1.64,-0.669888088,-7.21
1187.358,7.33884664,-7.21,-0.063337498,25.52
1192.426,9.914889309,25.52,2.576042669,15.46
1197.062,16.56582838,15.46,6.650939074,3.18
1204.124,19.71074022,3.18,3.144911837,-1.59
1211.196,18.68859759,-1.59,-1.022142626,0.63
1219.836,7.781907221,0.63,-10.90669037,4.53
1224.278,2.518624625,4.53,-5.263282597,4.72
1226.572,4.110458612,4.72,1.591833987,7.4
1229.71,7.178001115,7.4,3.067542503,0.06
1233.178,7.384004334,0.06,0.206003219,1.13
1236.746,5.837711881,1.13,-1.546292453,-6.36
1238.136,3.78418155,-6.36,-2.053530331,7.64
1240.11,2.908135141,7.64,-0.876046408,1.04
1240.812,3.380860837,1.04,0.472725696,3.17
1242.136,4.36233653,3.17,0.981475693,7.52
1244.738,7.023551096,7.52,2.661214566,4.24
1249.46,6.96955881,4.24,-0.053992287,-2.07
1252.24,6.43554582,-2.07,-0.53401299,0.77
1254.966,4.669334,0.77,-1.76621182,0.97
1257.252,1.692090423,0.97,-2.977243577,1.27
1258.288,1.166606189,1.27,-0.525484234,-1.9
1258.096,1.131516681,-1.9,-0.035089508,-0.24
1258.27,0.924608025,-0.24,-0.206908656,14.23
1261.136,6.057576248,14.23,5.132968223,-1.67
1263.474,6.976853159,-1.67,0.919276911,6.36
1266.83,8.602179956,6.36,1.625326797,-2.71
1270.024,7.317098469,-2.71,-1.285081488,-2.35
1272.796,2.47764606,-2.35,-4.839452408,-1.75
1272.372,2.831813906,-1.75,0.354167846,4.73
1273.228,2.652314084,4.73,-0.179499822,11.48
1275.108,6.353516349,11.48,3.701202265,-2.2
1277.09,7.33317121,-2.2,0.979654861,9.48
1281.438,9.356154124,9.48,2.022982914,1.78
1286.492,8.220360089,1.78,-1.135794035,-13.1
1287.98,5.827555234,-13.1,-2.392804856,-1.66
1286.84,6.798190936,-1.66,0.970635702,3.09
1286.758,6.846927778,3.09,0.048736842,7.49
1286.278,6.344605583,7.49,-0.502322196,0.34
1285.51,5.139892995,0.34,-1.204712588,5.45
1288.452,6.579579774,5.45,1.439686779,2.91
1292.308,6.21801174,2.91,-0.361568034,-23.2
1290.906,8.938091519,-23.2,2.720079779,9.78
1289.962,9.192438197,9.78,0.254346678,21.47
1293.244,12.17999302,21.47,2.987554825,-3.56
1294.724,13.10848695,-3.56,0.928493924,3.07
1296.236,14.19392934,3.07,1.085442391,3.77
1303.142,9.819743887,3.77,-4.374185449,8.18
1309.728,5.74779262,8.18,-4.071951267,5.52
1313.124,8.517604123,5.52,2.769811503,-3.69
1316.494,7.260656306,-3.69,-1.256947817,0.99
1319.448,5.193555622,0.99,-2.067100684,7.28
1323.104,3.924510161,7.28,-1.269045462,3.17
1325.758,4.870530772,3.17,0.946020611,-4.31
1326.446,4.903613973,-4.31,0.033083201,8.31
1329.534,5.36233438,8.31,0.458720406,4.11
1333.246,5.150478619,4.11,-0.211855761,2.58
1336.018,6.046657754,2.58,0.896179136,-27.57
1332.642,11.16960474,-27.57,5.122946983,-8.04
1328.52,16.04516282,-8.04,4.875558085,-1.3
1322.476,17.95101473,-1.3,1.905851912,13.78
1318.366,14.90711508,13.78,-3.043899655,7.34
1315.208,8.804687388,7.34,-6.102427692,-20.89
1313.386,9.646977765,-20.89,0.842290377,2.11
1313.594,9.495671646,2.11,-0.15130612,22.53
1318.568,10.98559375,22.53,1.489922103,-9.82
1318.822,11.03806912,-9.82,0.052475376,-11.02
1315.404,10.41593395,-11.02,-0.622135177,11.69
1318.502,9.284480061,11.69,-1.131453887,-1.8
1320.818,7.40012635,-1.8,-1.884353711,-24.91
1313.646,11.39843981,-24.91,3.998313455,9.17
1310.272,11.11519545,9.17,-0.283244351,-7.89
1307.524,12.73894148,-7.89,1.623746024,-14.52
1299.534,13.99709005,-14.52,1.258148576,-24.99
1286.906,18.61471004,-24.99,4.617619989,16.84
1282.628,18.7155569,16.84,0.100846855,5.48
1277.612,14.3023519,5.48,-4.413204993,19.18
1278.01,14.96774532,19.18,0.665393417,-4.61
1280.39,16.59284183,-4.61,1.625096509,3.77
1288.522,11.31420435,3.77,-5.278637483,12.12
1295.71,10.97068822,12.12,-0.343516128,4.14
1302.63,8.611910357,4.14,-2.358777862,-3.61
1304.992,8.772911147,-3.61,0.16100079,9.25
1310.126,8.044835611,9.25,-0.728075537,8.82
1316.27,7.755133784,8.82,-0.289701827,-2.43
1319.504,7.680757124,-2.43,-0.074376659,6.58
1323.226,8.67091287,6.58,0.990155746,0.46
1327.762,5.4984516,0.46,-3.17246127,-0.24
1330.4,3.185058869,-0.24,-2.313392731,2.91
1331.856,3.599261035,2.91,0.414202166,-2.03
1333.392,1.2693778,-2.03,-2.329883235,-5.34
1332.544,2.699755544,-5.34,1.430377744,-3.71
1330.862,4.479226496,-3.71,1.779470951,-10.3
1327.168,8.483169809,-10.3,4.003943313,0.25
1322.942,8.532840676,0.25,0.049670867,0.11
1319.144,6.677591632,0.11,-1.855249044,5.16
1317.446,4.548722898,5.16,-2.128868734,-14.54
1313.582,5.252439433,-14.54,0.703716536,7.48
1313.274,5.255224068,7.48,0.002784634,17.74
1316.464,9.357215398,17.74,4.10199133,7.02
1321.036,13.03278481,7.02,3.675569416,-2.13
1324.15,14.41464533,-2.13,1.381860517,11.99
1332.57,12.73198728,11.99,-1.682658054,8.42
1341.178,10.16207754,8.42,-2.569909733,4.82
1347.202,11.03592407,4.82,0.873846523,3.13
1352.448,11.42710243,3.13,0.391178366,-2.39
1357.642,6.492366287,-2.39,-4.934736146,-4.6
1359.518,3.310939444,-4.6,-3.181426843,-9.3
1357.85,6.400101562,-9.3,3.089162118,-12.22
1352.774,11.67970376,-12.22,5.279602202,5.1
1348.092,10.91722126,5.1,-0.762482505,6.09
1345.106,8.10963501,6.09,-2.807586248,10.87
1345.214,8.30260682,10.87,0.192971809,-15.08
1344.166,8.301028852,-15.08,-0.001577968,6.57
1346.876,6.648716417,6.57,-1.652312434,-10.88
1346.39,7.314215611,-10.88,0.665499193,-8.3
1343.026,10.53191483,-8.3,3.21769922,-0.49
1337.39,8.402121756,-0.49,-2.129793075,11.7
1337.11,8.228283539,11.7,-0.173838217,2.92
1336.1,6.608074606,2.92,-1.620208933,-10.33
1335.2,6.630169681,-10.33,0.022095075,-15.9
1332.78,10.3878607,-15.9,3.757691023,-1.09
1330.24,12.81778647,-1.09,2.429925767,4.19
1326.198,11.85277478,4.19,-0.96501169,5.22
1322.616,6.986199253,5.22,-4.866575528,5.41
1322.182,6.179738668,5.41,-0.806460585,14.1
1327.748,11.23084903,14.1,5.051110365,-30.65
1327.402,11.68975492,-30.65,0.458905883,-1.61
1325.896,13.19429915,-1.61,1.504544232,-12.78
1320.79,17.52356414,-12.78,4.329264987,-13.99
1311.804,21.89068592,-13.99,4.367121784,-1.23
1299.752,14.11503347,-1.23,-7.775652444,-5.38
1292.754,13.6089375,-5.38,-0.506095971,9.44
1287.966,7.628989448,9.44,-5.979948056,-18.02
1282.13,7.112348417,-18.02,-0.516641031,0.85
1279.262,7.921225915,0.85,0.808877499,16.04
1279.848,8.531182216,16.04,0.609956301,-22.45
1277.02,10.71471652,-22.45,2.183534299,2.22
1272.748,8.837910952,2.22,-1.876805563,3.86
1272.852,8.814934486,3.86,-0.022976466,6.86
1274.158,9.10463728,6.86,0.289702794,17.16
1275.688,12.12630694,17.16,3.02166966,-8.38
1280.032,11.39686448,-8.38,-0.729442459,-3.64
1283.204,9.051402101,-3.64,-2.34546238,-15.05
1282.594,10.08151675,-15.05,1.03011465,11.65
1282.942,9.927684524,11.65,-0.153832227,16.57
1283.172,10.29833822,16.57,0.370653692,10.74
1287.226,15.11443118,10.74,4.816092968,13.23
1294.654,20.85977301,13.23,5.745341826,19.03
1308.898,22.72583046,19.03,1.866057449,-1.79
1320.454,18.76685456,-1.79,-3.9589759,1.34
1328.964,14.43228083,1.34,-4.334573726,14
1338.126,11.58911472,14,-2.843166111,-9.42
1342.758,6.252744997,-9.42,-5.336369723,-24.31
1338.722,12.31670492,-24.31,6.063959919,-5.85
1333.874,16.71591397,-5.85,4.399209058,4.08
1329.574,17.7313925,4.08,1.015478526,-8.85
1320.704,13.54388164,-8.85,-4.187510856,7.27
1315.172,4.127247267,7.27,-9.416634378,-10.7
1312.362,5.11670988,-10.7,0.989462614,21.29
1314.98,8.295471656,21.29,3.178761776,-0.89
1316.604,9.650188081,-0.89,1.354716425,17.96
1323.59,14.21523127,17.96,4.565043187,1.22
1329.366,16.16495221,1.22,1.949720944,-7.59
1335.764,9.125860507,-7.59,-7.039091704,-5.49
1336.806,8.073201348,-5.49,-1.05265916,-27.05
1332.616,16.36538817,-27.05,8.292186824,-4.22
1323.99,19.96703158,-4.22,3.601643406,-8.39
1313.442,20.01056646,-8.39,0.043534882,-5.34
1303.344,17.45547851,-5.34,-2.555087949,-32.89
1287.766,20.10952337,-32.89,2.654044856,6.29
1278.856,20.49137209,6.29,0.381848721,-60.27
1258.736,36.69774012,-60.27,16.20636803,-0.69
1240.156,38.91898419,-0.69,2.221244064,-79.92
1206.66,56.62954397,-79.92,17.71055978,53.07
1190.356,51.03323358,53.07,-5.596310384,-51.77
1162.44,40.20849226,-51.77,-10.82474132,51.88
1156.954,35.37101045,51.88,-4.837481816,6.17
1152.84,29.9896974,6.17,-5.381313049,25.68
1169.846,30.43437908,25.68,0.444681683,-11.73
1173.892,32.1753115,-11.73,1.740932418,1.13
1188.518,12.73100428,1.13,-19.44430722,-53.24
1182.12,24.91423489,-53.24,12.18323061,-17.12
1171.064,36.37833394,-17.12,11.46409905,0.29
1154.93,35.73059263,0.29,-0.647741302,38.53
1148.848,29.77286886,38.53,-5.957723777,15.25
1145.59,23.92967718,15.25,-5.843191676,-18.33
1149.314,24.4126797,-18.33,0.483002516,17.53
1159.968,21.8348499,17.53,-2.577829801,33.28
1177.22,20.145842,33.28,-1.689007894,2.84
1187.334,23.26654207,2.84,3.120700069,5.97
1195.592,26.10261232,5.97,2.836070249,-14.47
1204.622,16.40371056,-14.47,-9.698901766,-30.45
1204.056,17.60828299,-30.45,1.204572438,-8.73
1195.088,24.02329432,-8.73,6.415011326,33.38
1192.228,22.14763802,33.38,-1.875656297,-12.72
1185.63,16.38280196,-12.72,-5.764836065,-31.67
1175.592,17.33979152,-31.67,0.956989563,8.04
1173.252,18.37212753,8.04,1.032336009,10.6
1174.778,17.84972465,10.6,-0.522402883,15.81
1172.79,14.8283057,15.81,-3.021418945,20.43
1177.432,21.90344767,20.43,7.075141972,6.9
1189.788,22.94351586,6.9,1.040068186,-11.92
1198.152,17.34318368,-11.92,-5.600332184,-2
1203.996,10.10829758,-2,-7.234886094,-35.33
1199.612,19.13474118,-35.33,9.026443598,-37.2
1183.702,35.41180411,-37.2,16.27706293,6.87
1167.786,35.14336111,6.87,-0.268442997,26.52
1159.558,28.75382531,26.52,-6.389535798,12.43
1154.216,20.03627785,12.43,-8.717547463,-24.32
1151.076,18.76912438,-24.32,-1.267153468,9.34
1157.244,14.51635044,9.34,-4.252773944,-28.98
1156.242,16.36714758,-28.98,1.850797146,-32.19
1143.498,29.43151916,-32.19,13.06437158,24.72
1133.212,23.98703129,24.72,-5.444487871,20.08
1131.806,22.85883046,20.08,-1.128200828,20.94
1132.72,24.33188032,20.94,1.473049862,-9.51
1137.528,26.30586855,-9.51,1.973988225,39.43
1156.66,26.27494053,39.43,-0.030928014,0.65
1170.978,23.3354595,0.65,-2.939481034,11.71
1183.622,22.182675,11.71,-1.152784502,-3.59
1191.36,20.75165897,-3.59,-1.431016027,20.92
1205.184,12.0599432,20.92,-8.691715769,-23.72
1206.378,11.03824352,-23.72,-1.021699681,24.52
1212.346,11.75691201,24.52,0.71866849,-15.5
1212.872,11.52853503,-15.5,-0.228376977,5.51
1215.218,10.31490766,5.51,-1.213627374,22.86
1217.952,14.41389503,22.86,4.098987374,15.94
1228.618,17.91144802,15.94,3.497552983,-25.14
1229.352,17.8205505,-25.14,-0.090897519,12.95
1235.776,14.5323976,12.95,-3.288152897,42.59
1249.616,21.53051277,42.59,6.998115167,0.5
1258.984,25.22237856,0.5,3.691865789,-31.79
1258.806,25.2677686,-31.79,0.045390044,-35.02
1256.652,28.66870716,-35.02,3.400938557,19.62
1255.832,29.24539913,19.62,0.576691969,23.25
1251.144,25.0626481,23.25,-4.182751021,-7.92
1244.772,17.04078842,-7.92,-8.021859684,7.89
1246.336,18.32930522,7.89,1.288516803,14.8
1257.864,13.85147754,14.8,-4.477827686,-46.82
1256.104,17.18118244,-46.82,3.3297049,10.59
1251.812,18.25255516,10.59,1.071372725,24.16
1253.936,19.05891471,24.16,0.806359548,-12.07
1252.068,18.63169531,-12.07,-0.427219405,6.03
1248.446,14.02692518,6.03,-4.604770127,-20.9
1250.008,11.55022597,-20.9,-2.476699208,-20.78
1245.296,19.13030266,-20.78,7.580076692,-0.48
1235.656,19.58226442,-0.48,0.451961761,-22.67
1223.896,24.51341429,-22.67,4.931149862,-4.94
1209.942,19.7835328,-4.94,-4.729881488,-26.25
1194.918,22.5182808,-26.25,2.734747997,-3.12
1183.426,23.62165384,-3.12,1.103373041,33.88
1178.806,17.10313802,33.88,-6.518515821,2.64
1179.248,17.58284448,2.64,0.479706464,51.77
1191.032,35.53142299,51.77,17.94857851,-2.38
1207.59,37.72063427,-2.38,2.189211279,-0.3
1224.712,28.18936094,-0.3,-9.531273337,12.8
1237.618,24.2849196,12.8,-3.904441336,1.39
1250.274,6.943131858,1.39,-17.34178774,2.54
1253.084,8.025380365,2.54,1.082248507,-26.66
1251.038,11.35056254,-26.66,3.325182176,20.84
1253.22,10.75992565,20.84,-0.590636891,-18.72
1249.098,12.68673008,-18.72,1.926804425,-10.74
1242.55,14.89681174,-10.74,2.210081664,-13.91
1232.712,15.86891679,-13.91,0.972105048,3.93
1228.992,17.4865983,3.93,1.61768151,3.91
1221.886,9.635861664,3.91,-7.850736633,-14.31
1215.662,7.720988926,-14.31,-1.914872737,35.95
1218.776,13.65569588,35.95,5.934706955,2.42
1225.156,16.70484451,2.42,3.049148626,10.28
1232.806,19.79329634,10.28,3.088451833,11.33
1241.94,22.5551646,11.33,2.761868257,0.1
1253.956,11.46704539,0.1,-11.08811921,-15.79
1255.624,9.624382058,-15.79,-1.842663333,13.38
1259.484,7.228632651,13.38,-2.395749407,-5.42
1260.204,6.706260508,-5.42,-0.522372143,19.46
1262.55,10.12701832,19.46,3.420757809,0.24
1264.924,12.15848181,0.24,2.031463496,3.76
1271.208,10.2547706,3.76,-1.903711216,-3.25
1274.166,9.399940425,-3.25,-0.854830172,2.89
1278.786,1.934833326,2.89,-7.465107099,11.38
1281.79,5.991777699,11.38,4.056944373,0.4
1284.826,6.921616863,0.4,0.929839164,3.02
1287.714,7.900694906,3.02,0.979078043,-6.41
1289.97,5.657746901,-6.41,-2.242948005,4.58
1292.564,2.353365675,4.58,-3.304381226,14.37
1295.756,7.253987179,14.37,4.900621505,6.46
1300.16,10.65493548,6.46,3.400948297,0.88
1304.136,12.093392,0.88,1.438456521,0.62
1309.518,9.414659845,0.62,-2.678732152,-1.35
1313.714,3.228371106,-1.35,-6.186288739,11.4
1317.316,4.9193526,11.4,1.690981493,-7.62
1318.102,4.664286655,-7.62,-0.255065945,-2.1
1318.292,4.54347004,-2.1,-0.120816615,-3.32
1317.694,5.085044739,-3.32,0.5415747,-0.6
1317.246,5.501861503,-0.6,0.416816764,11.68
1316.854,4.734013097,11.68,-0.767848406,1.45
1318.276,6.17446192,1.45,1.440448823,19.36
1323.99,13.17476186,19.36,7.000299938,-0.57
1330.254,14.06470867,-0.57,0.889946814,2.72
1337.182,11.34653559,2.72,-2.718173076,2.91
1342.356,9.656615867,2.91,-1.689919728,1.99
1347.638,3.269949541,1.99,-6.386666326,-9.31
1347.186,3.84812032,-9.31,0.578170779,9.13
1348.674,3.905692,9.13,0.05757168,-1.27
1349.364,3.851432201,-1.27,-0.054259799,-7.27
1348.018,4.678308455,-7.27,0.826876254,14.81
1349.236,6.42472801,14.81,1.746419555,3.19
1352.954,7.006063802,3.19,0.581335792,0.98
1355.042,8.043828069,0.98,1.037764267,-4.55
1356.474,7.661326909,-4.55,-0.38250116,5.8
1360.52,2.565823455,5.8,-5.095503454,2.28
1362.06,2.982188793,2.28,0.416365339,1.85
1363.332,3.787343396,1.85,0.805154603,4.59
1365.326,5.350792465,4.59,1.563449069,-6.5
1366.93,3.279390187,-6.5,-2.071402277,8.41
1369.056,3.861441441,8.41,0.582051253,-4.46
1369.834,3.389325892,-4.46,-0.472115549,-5.3
1369.182,4.155811593,-5.3,0.766485702,-20.97
1363.418,11.84010431,-20.97,7.684292714,9.27
1360.808,12.62889623,9.27,0.788791923,13.28
1359.172,10.88798053,13.28,-1.740915701,4.96
1359.42,11.19551696,4.96,0.307536431,0.22
1360.772,12.2912538,0.22,1.095736841,24.86
1371.29,15.69611417,24.86,3.404860368,-1.67
1379.62,14.30796981,-1.67,-1.388144362,8.32
1386.958,14.91439808,8.32,0.60642827,1.57
1393.618,13.27976167,1.57,-1.634636407,5.58
1401.35,6.30911642,5.58,-6.97064525,-4.23
1403.264,5.681806931,-4.23,-0.627309489,-2.63
1404.986,2.90400241,-2.63,-2.77780452,-10.11
1403.022,6.279726905,-10.11,3.375724494,4.33
1401.61,6.734333672,4.33,0.454606767,19.4
1402.962,9.055604342,19.4,2.32127067,-3.99
1404.362,10.03777714,-3.99,0.982172802,-6.98
1404.892,10.01054794,-6.98,-0.027229207,-2.26
1406.992,7.659834855,-2.26,-2.350713082,5.19
1409.264,5.324775113,5.19,-2.335059742,10.57
1409.77,6.228932493,10.57,0.90415738,-5.66
1409.942,6.334825964,-5.66,0.105893472,-14.42
1408.626,7.954362325,-14.42,1.619536361,-0.88
1407.586,9.087325239,-0.88,1.132962914,-15.88
1402.332,14.45651134,-15.88,5.369186097,-23.61
1390.242,20.85262382,-23.61,6.39611248,10.12
1381.308,17.80804509,10.12,-3.044578724,18.86
1379.03,15.57384827,18.86,-2.23419682,-17.31
1373.466,11.50433527,-17.31,-4.069513002,-0.69
1370.94,10.44499402,-0.69,-1.059341254,21.21
1377.378,10.8426874,21.21,0.397693381,-5.64
1380.664,10.01724663,-5.64,-0.82544077,-8.22
1378.534,9.287372072,-8.22,-0.729874556,1.61
1380.188,8.106840938,1.61,-1.180531133,-11.59
1379.662,9.00371701,-11.59,0.896876072,5.03
1375.9,6.87498,5.03,-2.12873701,18.72
1377.01,8.891954228,18.72,2.016974228,9.29
1381.622,13.57872859,9.29,4.686774357,3.38
1386.588,16.4103769,3.38,2.831648314,-5.45
1392.782,12.5251495,-5.45,-3.8852274,7.91
1399.552,5.813842963,7.91,-6.711306537,-3.51
1401.876,3.05244656,-3.51,-2.761396403,-10.74
